"PLOCode","PLOName","PLODescription","ProgramCode","AcademicProgram","CollegeCode","DepartmentCode"
"8119.4226.8","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.8","Formulate effective and convincing written, oral and visual arguments that integrate sociological evidence. (SOC101, SOC212, SOC241, SOC251, [FYC], [MA], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.9","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.9","Employ ethical standards and social responsibility to guide decisions and behaviors. (SOC101, SOC212, SOC241, SOC251, [FYC], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.10","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.10","Locate and evaluate quantitative and qualitative research to analyze social outcomes, behaviors and problems. (SOC101, SOC212, SOC241, SOC251, [FYC], [MA], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.11","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.11","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8120.4226.1","8120 - Associate in Arts, Emphasis in Political Science (AA)-4226.1","Develop and sustain a lifelong interest in local, national, and global civic engagement through active citizenship. (POS110, POS120, POS130, POS140, POS285)","8120AA","8120 - Associate in Arts, Emphasis in Political Science (AA)","08SBSCI","SBSCI.POS"
"8120.4226.2","8120 - Associate in Arts, Emphasis in Political Science (AA)-4226.2","Define, cite examples of, differentiate between, and critique basic political concepts, systems, and theories. (POS110, POS120, POS140, POS210)","8120AA","8120 - Associate in Arts, Emphasis in Political Science (AA)","08SBSCI","SBSCI.POS"
"8120.4226.3","8120 - Associate in Arts, Emphasis in Political Science (AA)-4226.3","Apply knowledge of politics by using the theoretical foundations and analytical tools of multiple sub-fields of political science. (POS110, POS285, [MA])","8120AA","8120 - Associate in Arts, Emphasis in Political Science (AA)","08SBSCI","SBSCI.POS"
"8120.4226.4","8120 - Associate in Arts, Emphasis in Political Science (AA)-4226.4","Appraise a situation, formulate an argument; collect, evaluate, and utilize evidence about key issues of public policy and politics. (POS285, [FYC], [L], [MA])","8120AA","8120 - Associate in Arts, Emphasis in Political Science (AA)","08SBSCI","SBSCI.POS"
"8120.4226.5","8120 - Associate in Arts, Emphasis in Political Science (AA)-4226.5","Demonstrate effective communication skills for a diverse, political world. (COM225, POS285, [FYC], [L])","8120AA","8120 - Associate in Arts, Emphasis in Political Science (AA)","08SBSCI","SBSCI.POS"
"8120.4226.6","8120 - Associate in Arts, Emphasis in Political Science (AA)-4226.6","Collaborate effectively and ethically with diverse individuals and institutions to achieve common goals. (COM225, POS120, POS140, POS285)","8120AA","8120 - Associate in Arts, Emphasis in Political Science (AA)","08SBSCI","SBSCI.POS"
"8120.4226.7","8120 - Associate in Arts, Emphasis in Political Science (AA)-4226.7","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8120AA","8120 - Associate in Arts, Emphasis in Political Science (AA)","08SBSCI","SBSCI.POS"
"8121.4226.1","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.1","Examine human movement using a fundamental understanding of human anatomy and physiology and the relevant scientific concepts of biology, the physical sciences, and psychology. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, HES271, BIO156++, BIO160, BIO181++, BIO182++, BIO201++, BIO202, CHM130, CHM130LL, CHM151, CHM151LL, CHM152, CHM152LL, MAT206, PHY111, PSY101, PSY230, PSY240, PSY250, PSY260, PSY275, [MA])","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.2","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.2","Integrate knowledge of the human body and psychological concepts to promote health and well-being in self and others. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, HES100, HES271, BIO156++, BIO160, BIO181++, BIO182++, BIO201++, BIO202, FON241, PSY101, PSY240, PSY250, PSY260, PSY275, [HU], [SB])","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.3","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.3","Locate and critically evaluate relevant scholarly literature. (EXS101, EXS125, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, EXS290, HES100, ENG102, PSY230, (CRE))","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.4","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.4","Use relevant scholarly literature, quantitative and qualitative reasoning, and statistical analysis to inform decision making and solve problems. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, EXS290, HES100, BIO156++, BIO160, BIO181++, BIO182++, BIO201++, BIO202, CHM130, CHM130LL, CHM151, CHM151LL, CHM152, CHM152LL, FON241, MAT206, PHY111, PSY230, PSY275, (CRE), [FYC], [MA])","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.5","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.5","Interpret foundational assessments of health and human movement. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, HES100, HES271, BIO160, BIO201++, CHM130, CHM130LL, CHM151, CHM151LL, CHM152, CHM152LL, FON241)","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.6","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.6","Design basic movement programs. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, HES100, HES271, PED101++, BIO160, BIO201++)","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.7","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.7","Effectively communicate with diverse audiences and within varied contexts. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, EXS290, HES100, FON241, MAT206, PSY230, PSY240, PSY250, PSY260, PSY275, (COM), (CRE), [FYC], [HU], [SB], [MA])","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.8","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.8","Collaborate with diverse individuals to achieve common goals. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, EXS290, HES100, HES271, FON241, PSY240, PSY250, PSY260, PSY275, (COM), (CRE), [FYC], [HU], [SB])","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.9","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.9","Integrate social and ethical responsibility in decision making and actions. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, EXS290, HES100, HES271, ENG102, FON241, MAT206, PSY230, PSY250, (COM), (CRE), [HU], [MA], [SB])","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.10","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.10","Demonstrate dependability, adaptability, and persistence to set and achieve goals. (EXS101, EXS125, EXS210, EXS211, EXS212, EXS213, EXS215, EXS217, EXS239AA, EXS239AB, EXS275++, EXS290, HES100, HES271, BIO156++, BIO160, BIO181++, BIO182++, BIO201++, BIO202, CHM130, CHM130LL, CHM151, CHM151LL, CHM152, CHM152LL, FON241, MAT206, PHY111, PSY101, PSY230, (COM), (CRE), [FYC], [HU], [MA], [SB])","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8121.4226.11","8121 - Associate in Arts, Emphasis in Exercise Science (AA)-4226.11","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8121AA","8121 - Associate in Arts, Emphasis in Exercise Science (AA)","08HLTSCPUB","HLTSCPUB.ESHPERW"
"8122.4226.1","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.1","Explain how Psychology is a science and interdisciplinary. (PSY101, PSY132, PSY157, PSY215, PSY218, PSY225, PSY235, PSY240, PSY241, PSY248, PSY250, PSY260, PSY262, PSY266, PSY275, PSY277, PSY280, PSY290AB, PSY290AC)","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.2","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.2","Identify interrelationships between biological, psychological and socio-cultural processes. (BIO181, BIO182, BIO201, BIO202, PSY101, PSY132, PSY157, PSY215, PSY218, PSY225, PSY235, PSY240, PSY241, PSY248, PSY250, PSY260, PSY262, PSY266, PSY275, PSY277, PSY280)","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.3","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.3","Apply Psychological science to everyday life and career goals. (PSY101, PSY132, PSY157, PSY215, PSY218, PSY225, PSY230, PSY231, PSY235, PSY240, PSY241, PSY248, PSY250, PSY260, PSY262, PSY266, PSY275, PSY277, PSY280, PSY290AB, PSY290AC)","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.4","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.4","Utilize a systematic method of investigation, design and conduct a psychology research project. (BIO181, BIO182, BIO201, BIO202, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, PHY111, PHY112, PSY290AB, PSY290AC, [MA])","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.5","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.5","Locate, interpret and evaluate research findings. (AJS109, CRE101, PSY101, PSY230, PSY231, PSY290AB, PSY290AC, [FYC], [MA])","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.6","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.6","Analyze and interpret data using quantitative and qualitative methods. (BIO181, BIO182, BIO201, BIO202, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CIS105, CSC180, CSC180AA, CSC180AB, EDU115, PHY111, PHY112, PSY230, PSY231, PSY290AB, PSY290AC, [MA])","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.7","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.7","Utilize scientific findings and theories to generate new ideas. (PSY290AB, PSY290AC, [MA])","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.8","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.8","Evaluate the impact of socio-cultural diversity and societal inequality on social and psychological issues and research. (CRE101, PSY101, PSY132, PSY157, PSY215, PSY218, PSY225, PSY235, PSY240, PSY241, PSY248, PSY250, PSY260, PSY262, PSY266, PSY275, PSY277, PSY280, [FYC], [HU])","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.9","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.9","Interact effectively with others using an understanding of the role culture, values and biases play in communication. (AJS109, CRE101, PSY101, PSY132, PSY157, PSY215, PSY218, PSY225, PSY235, PSY240, PSY241, PSY248, PSY250, PSY260, PSY262, PSY266, PSY275, PSY277, PSY280, PSY290AB, PSY290AC, [FYC], [HU], [MA], (COM))","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.10","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.10","Utilize effective written, oral and visual communication skills in varied contexts, in accordance with the professional conventions within the field of psychology. (BIO181, BIO182, BIO201, BIO202, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, CIS105, CRE101, CSC180, CSC180AA, CSC180AB, EDU115, PHY111, PHY112, PSY101, PSY132, PSY157, PSY215, PSY218, PSY225, PSY230, PSY231, PSY235, PSY240, PSY241, PSY248, PSY250, PSY260, PSY262, PSY266, PSY275, PSY277, PSY280, PSY290AB, PSY290AC, [FYC], [HU], [MA], (COM))","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.11","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.11","Apply ethical standards and social responsibility to evaluate psychological science and practice. (AJS109, CRE101, PSY101, PSY230, PSY231, PSY290AB, PSY290AC, [FYC], [HU], (COM))","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8122.4226.12","8122 - Associate in Arts, Emphasis in Psychology (AA)-4226.12","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8122AA","8122 - Associate in Arts, Emphasis in Psychology (AA)","08SBSCI","SBSCI.PSY"
"8123.4226.1","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)-4226.1","Critique basic sustainability concepts, factual information, and practices. (SSH111, SUS110, SUS230, SUS232, BIO201++, BIO205, BIO220, BIO240, CHM154, CHM154LL, [L], [SG], [SQ])","8123AA","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)","08BIOSCI","BIOSCI.SUS"
"8123.4226.2","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)-4226.2","Analyze how social, environmental, and economic systems relate and interact. (SSH111, SUS110, SUS232, BIO201++, BIO205, BIO220, BIO240, CHM154, CHM154LL, ECN211, ECN212, GIS211, GPH210, [C], [G], [L], [SB], [SG], [SQ])","8123AA","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)","08BIOSCI","BIOSCI.SUS"
"8123.4226.3","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)-4226.3","Evaluate the relationships between people and their natural and built environments. (SSH111, SUS110, SUS232, BIO182++, BIO201++, BIO205, BIO220, BIO240, CHM154, CHM154LL, GLG101, GLG101IN, GLG103, GPH210, [C], [G], [HU], [L])","8123AA","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)","08BIOSCI","BIOSCI.SUS"
"8123.4226.4","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)-4226.4","Recognize policy strategies and ethical considerations relevant in the field of sustainability. (SSH111, SUS110, SUS230, SUS232, ECN211, ECN212, GPH210, HON201, MGT229, PHI105, POS110, POS140, POS285, [C], [G], [L], [SB])","8123AA","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)","08BIOSCI","BIOSCI.SUS"
"8123.4226.5","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)-4226.5","Examine the scope and complexity of social responsibility. (SSH111, SUS110, SUS230, SUS232, GPH210, POS140, POS285, [C], [FYC], [G], [L], [SB])","8123AA","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)","08BIOSCI","BIOSCI.SUS"
"8123.4226.6","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)-4226.6","Practice systems-thinking toward identifying a solution in a collaborative, interdisciplinary setting. (SSH111, SUS110, SUS230, SUS232, BIO201++, BIO205, BIO220, BIO240, CHM154, CHM154LL, GPH210, HON201, MGT229, POS110, POS140, POS285, [C], [G], [HU], [SG], [SQ])","8123AA","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)","08BIOSCI","BIOSCI.SUS"
"8123.4226.7","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)-4226.7","Effectively communicate ideas among diverse stakeholders to build consensus for sustainability initiatives. (SSH111, SUS110, SUS230, SUS231, SUS232, COM225, COM230, JRN201, JRN215, MGT229, MGT246, POS140, POS285, TQM240, LANG, [C], [FYC], [G], [HU], [L], [SB])","8123AA","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)","08BIOSCI","BIOSCI.SUS"
"8123.4226.8","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)-4226.8","Analyze and interpret data for sustainability research application. (CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, MAT206, SSH111, SUS110, SUS232, BIO+++++, BIO181++, BIO182++, BIO201++, BIO205, BIO220, BIO240, CHM+++++, CHM154, CHM154LL, CHM230, CHM230LL, CHM235, CHM235LL, CHM236, CHM236LL, CIS105, CSC110AB, CSC180, GBS221, GIS211, GLG+++++, GLG102, GLG102IN, GLG104, MAT220, MAT221, MAT230, MAT231, PHY101, PHY101AA, PHY111, PHY112, PHY115, PHY116, PHY121, PHY131, PSY230, SWU225, [CS], [FYC], [L], [MA], [SB], [SG], [SQ])","8123AA","8123 - Associate in Arts, Emphasis in Sustainability and Environmental Studies (AA)","08BIOSCI","BIOSCI.SUS"
